source_taxon_external_id,source_taxon_name,source_taxon_path,source_specimen_life_stage,interaction_type,target_taxon_external_id,target_taxon_name,target_taxon_path,target_specimen_life_stage,latitude,longitude,study_citation,study_source_citation
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:5391866,Bidens odorata,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Bidens | Bidens odorata,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2704339,Schismus,Plantae | Tracheophyta | Liliopsida | Poales | Poaceae | Schismus,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3170270,Asclepias linaria,Plantae | Tracheophyta | Magnoliopsida | Gentianales | Apocynaceae | Asclepias | Asclepias linaria,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2928354,Eriodictyon trichocalyx,Plantae | Tracheophyta | Magnoliopsida | Boraginales | Namaceae | Eriodictyon | Eriodictyon trichocalyx,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3046735,Sisymbrium,Plantae | Tracheophyta | Magnoliopsida | Brassicales | Brassicaceae | Sisymbrium,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2925325,Lantana velutina,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Verbenaceae | Lantana | Lantana velutina,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3082297,Limonium sinuatum,Plantae | Tracheophyta | Magnoliopsida | Caryophyllales | Plumbaginaceae | Limonium | Limonium sinuatum,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:5400194,Ageratina,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Ageratina,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3093582,Osteospermum fruticosum,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Osteospermum | Osteospermum fruticosum,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:5361995,Sedum dendroideum,Plantae | Tracheophyta | Magnoliopsida | Saxifragales | Crassulaceae | Sedum | Sedum dendroideum,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3128483,Centaurea calcitrapa,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Centaurea | Centaurea calcitrapa,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2925668,Myosotis,Plantae | Tracheophyta | Magnoliopsida | Boraginales | Boraginaceae | Myosotis,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3112454,Gazania,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Gazania,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:6689,Verbenaceae,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Verbenaceae,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:5389038,Solidago velutina,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Solidago | Solidago velutina,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:4085901,Verbena lilacina,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Verbenaceae | Verbena | Verbena lilacina,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:7307829,Lavandula dentata,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Lamiaceae | Lavandula | Lavandula dentata,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3125468,Stevia,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Stevia,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3169816,Apocynum androsaemifolium,Plantae | Tracheophyta | Magnoliopsida | Gentianales | Apocynaceae | Apocynum | Apocynum androsaemifolium,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3040983,Raphanus raphanistrum,Plantae | Tracheophyta | Magnoliopsida | Brassicales | Brassicaceae | Raphanus | Raphanus raphanistrum,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3130472,Eriophyllum lanatum,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Eriophyllum | Eriophyllum lanatum,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2928366,Wigandia urens,Plantae | Tracheophyta | Magnoliopsida | Boraginales | Namaceae | Wigandia | Wigandia urens,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:7701037,Nasturtium officinale,Plantae | Tracheophyta | Magnoliopsida | Brassicales | Brassicaceae | Nasturtium | Nasturtium officinale,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3105646,Sonchus,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Sonchus,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3088468,Tagetes,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Tagetes,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:9270818,Erodium cicutarium,Plantae | Tracheophyta | Magnoliopsida | Geraniales | Geraniaceae | Erodium | Erodium cicutarium,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2874694,Tamarix,Plantae | Tracheophyta | Magnoliopsida | Caryophyllales | Tamaricaceae | Tamarix,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2996525,Rubus armeniacus,Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Rubus | Rubus armeniacus,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2874700,Tamarix ramosissima,Plantae | Tracheophyta | Magnoliopsida | Caryophyllales | Tamaricaceae | Tamarix | Tamarix ramosissima,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3088488,Tagetes erecta,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Tagetes | Tagetes erecta,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2891602,Pelargonium,Plantae | Tracheophyta | Magnoliopsida | Geraniales | Geraniaceae | Pelargonium,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3042658,Brassica nigra,Plantae | Tracheophyta | Magnoliopsida | Brassicales | Brassicaceae | Brassica | Brassica nigra,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3118771,Encelia californica,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Encelia | Encelia californica,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2406,Crassulaceae,Plantae | Tracheophyta | Magnoliopsida | Saxifragales | Crassulaceae,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2925514,Verbena bonariensis,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Verbenaceae | Verbena | Verbena bonariensis,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3082293,Limonium,Plantae | Tracheophyta | Magnoliopsida | Caryophyllales | Plumbaginaceae | Limonium,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2926504,Monardella,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Lamiaceae | Monardella,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3152378,Malva parviflora,Plantae | Tracheophyta | Magnoliopsida | Malvales | Malvaceae | Malva | Malva parviflora,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:6102576,Heliantheae,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Heliantheae,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3150914,Echinacea,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Echinacea,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3158673,Scaevola,Plantae | Tracheophyta | Magnoliopsida | Asterales | Goodeniaceae | Scaevola,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3189801,Aesculus,Plantae | Tracheophyta | Magnoliopsida | Sapindales | Sapindaceae | Aesculus,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3172297,Ligustrum lucidum,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Oleaceae | Ligustrum | Ligustrum lucidum,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2882567,Arctostaphylos manzanita,Plantae | Tracheophyta | Magnoliopsida | Ericales | Ericaceae | Arctostaphylos | Arctostaphylos manzanita,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,NCBI:102804,Asteroideae,root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | asterids | campanulids | Asterales | Asteraceae | Asteroideae,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3111750,Zinnia,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Zinnia,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:5396560,Tithonia tubaeformis,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Tithonia | Tithonia tubaeformis,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:6411750,Salvia leucantha,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Lamiaceae | Salvia | Salvia leucantha,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2889433,Eriogonum fasciculatum,Plantae | Tracheophyta | Magnoliopsida | Caryophyllales | Polygonaceae | Eriogonum | Eriogonum fasciculatum,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:220,Magnoliopsida,Plantae | Tracheophyta | Magnoliopsida,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2925314,Lantana montevidensis,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Verbenaceae | Lantana | Lantana montevidensis,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3099243,Isocoma acradenia,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Isocoma | Isocoma acradenia,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:4223791,Encelia actoni,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Encelia | Encelia actoni,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3099285,Isocoma menziesii,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Isocoma | Isocoma menziesii,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3170301,Asclepias subulata,Plantae | Tracheophyta | Magnoliopsida | Gentianales | Apocynaceae | Asclepias | Asclepias subulata,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3129497,Baccharis pilularis,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Baccharis | Baccharis pilularis,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3889108,Salvia rosmarinus,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Lamiaceae | Salvia | Salvia rosmarinus,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2925302,Lantana,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Verbenaceae | Lantana,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3091040,Bahiopsis laciniata,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Bahiopsis | Bahiopsis laciniata,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,COL:JCD,Cichorioideae,Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Cichorioideae,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3173338,Buddleja davidii,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja | Buddleja davidii,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2928356,Eriodictyon tomentosum,Plantae | Tracheophyta | Magnoliopsida | Boraginales | Namaceae | Eriodictyon | Eriodictyon tomentosum,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3105782,Sonchus asper,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Sonchus | Sonchus asper,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3933415,Malva multiflora,Plantae | Tracheophyta | Magnoliopsida | Malvales | Malvaceae | Malva | Malva multiflora,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3146888,Erigeron glaucus,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Erigeron | Erigeron glaucus,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2927811,Eriastrum densifolium,Plantae | Tracheophyta | Magnoliopsida | Ericales | Polemoniaceae | Eriastrum | Eriastrum densifolium,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3151392,Symphyotrichum chilense,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Symphyotrichum | Symphyotrichum chilense,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2926546,Monardella odoratissima,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Lamiaceae | Monardella | Monardella odoratissima,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2925807,Heliotropium arborescens,Plantae | Tracheophyta | Magnoliopsida | Boraginales | Heliotropiaceae | Heliotropium | Heliotropium arborescens,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:5408087,Lobelia erinus,Plantae | Tracheophyta | Magnoliopsida | Asterales | Campanulaceae | Lobelia | Lobelia erinus,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:5386723,Acmella repens,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Acmella | Acmella repens,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3091038,Bahiopsis parishii,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Bahiopsis | Bahiopsis parishii,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3048831,Cakile maritima,Plantae | Tracheophyta | Magnoliopsida | Brassicales | Brassicaceae | Cakile | Cakile maritima,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3109181,Bebbia juncea,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Bebbia | Bebbia juncea,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:4235160,Senecio flaccidus douglasii,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Senecio | Senecio flaccidus | Senecio flaccidus douglasii,NA,NA,NA,NA,NA
